City,State,Country,Property Type clean,Sub-Area clean,Company Name clean,TownShip Name/ Society Name clean,Description clean,ClubHouse Clean,School / University in Township Clean,Hospital in TownShip Clean,Mall in TownShip Clean,Park / Jogging track Clean,Swimming Pool Clean,Gym Clean,Property Area in Sq. Ft. clean,Price in lakhs clean,log Price in lakhs clean,Price by sub-area,Price by company,Price by township_society,Amenities score,Price by Amenities score,Noun_Counts,Verb_Counts,Adjective_Counts,compound,negative,positive,neutral,amenities like,boasts elegant,elegant towers,great community,mantra gold,offering bedroom,quality specification,stories offering,towers stories,world class
pune,maharashtra,india,2.5,kiwale,unique properties,k ville,bhk residences every feature thoughtfully planned keeping loved ones mind unique believe key true happiness lies spending quality time near ones even amenities spread across sq ft leave plenty avenues discover fun side life,1,0,0,0,1,1,0,936.0,75.02999877929688,4.3311279831848,69.66499837239583,59.72818097201261,69.66499837239583,5.5,108.22799920654298,10,2,4,0.9231,0.085,0.345,0.571,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,kiwale,unique properties,k ville,located beautiful upscale locale kiwale stands true symbol tasteful luxurious lavish thoughtfully designed multi storied consists units apartments features dedicated wardrobe niches master bedroom branded bathroom fittings space efficient modular kitchen large space,1,0,0,0,1,1,0,990.0,79.0199966430664,4.382276561477906,69.66499837239583,59.72818097201261,69.66499837239583,6.0,121.36200002288817,10,1,10,0.9349,0.0,0.352,0.648,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,kiwale,unique properties,k ville,offering configurations flats kiwale located away hustle bustle city life gear calmer peaceful environs happycity k villenow,1,0,0,0,1,1,0,1032.0,82.0999984741211,4.420044683499442,69.66499837239583,59.72818097201261,69.66499837239583,6.0,121.36200002288817,6,1,3,0.6908,0.0,0.289,0.711,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,kayani nagar,sagitarius ecospaces llp,bluegrass residences,boasts elegant towers stories offering bedroom model colony kalyani nagar quality specification pleasing design great community form amenities like equipped clubhouse children play area senior citizen area,1,0,0,0,1,1,1,1671.04,188.23,5.253842876446207,188.23,188.23,188.23,6.0,121.36200002288817,12,0,3,0.9382,0.0,0.413,0.587,1,1,1,1,0,1,1,1,1,0
pune,maharashtra,india,4.0,kayani nagar,sagitarius ecospaces llp,bluegrass residences,boasts elegant towers stories offering bedroom kalyani nagar quality specification pleasing design great community form amenities like equipped clubhouse children play area senior citizen area,1,0,0,0,1,1,1,1671.04,188.23,5.253842876446207,188.23,188.23,188.23,7.0,147.738,10,0,3,0.9382,0.0,0.437,0.563,1,1,1,1,0,1,1,1,1,0
pune,maharashtra,india,2.0,pisoli,nirman developers,brookefield willows,brookefield willows offering residential bhk office spaces affordable pricing great strategic location pisoli highway expressway great connectivity,1,0,0,0,1,1,1,670.0,45.75,3.844814255734696,95.30833386739096,95.30833386739096,95.30833386739096,5.0,75.72947364940978,7,1,5,0.8481,0.0,0.353,0.647,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,pisoli,nirman developers,brookefield willows,offers elegant bhk homes spell sophistication truest sense every day mesmerised scenic setting meandering indrayani river rollicking hills,1,0,0,0,1,1,1,725.0,49.34000015258789,3.918799992738316,95.30833386739096,95.30833386739096,95.30833386739096,5.0,75.72947364940978,6,0,2,0.7184,0.0,0.273,0.727,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,pisoli,nirman developers,brookefield willows,offers elegant bhk homes spell sophistication truest sense temples nearby visit spend eveing,1,0,0,0,1,1,1,731.0,49.7400016784668,3.9267145872508906,95.30833386739096,95.30833386739096,95.30833386739096,5.0,75.72947364940978,3,1,0,0.7184,0.0,0.353,0.647,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,pisoli,nirman developers,brookefield willows,offers elegant bhk homes spell sophistication truest sense gear calmer peaceful environs happycity brookfield willows,1,0,0,0,1,1,1,744.0,50.56000137329102,3.9427462047058004,95.30833386739096,95.30833386739096,95.30833386739096,5.0,75.72947364940978,7,0,1,0.8934,0.0,0.515,0.485,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,pisoli,nirman developers,brookefield willows,offers elegant bhk homes spell sophistication truest sense located amidst city top social infrastructure address offers unmatched connectivity various landmarks,1,0,0,0,1,1,1,923.0,188.23,5.253842876446207,95.30833386739096,95.30833386739096,95.30833386739096,6.0,121.36200002288817,7,0,5,0.7579,0.052,0.311,0.637,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,pisoli,nirman developers,brookefield willows,offers elegant bhk homes spell sophistication truest sense discover various unique avenues catering needs every age group within vibrant community like minded residents,1,0,0,0,1,1,1,930.0,188.23,5.253842876446207,95.30833386739096,95.30833386739096,95.30833386739096,6.0,121.36200002288817,7,0,3,0.8979,0.0,0.385,0.615,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,manjri,jhala group,tranquility annexe,tranquility annexe creating homes honor space celebrate bring spacious apartments equipped trending amenities high end specifications,1,0,0,0,1,1,1,446.0,36.0,3.6109179126442243,64.9,60.952000045776366,52.166666666666664,4.0,64.43418602610744,5,0,3,0.8979,0.0,0.498,0.502,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,manjri,jhala group,tranquility annexe,tranquility annexe happiness confined small spaces runs freely amidst big balconies leaps forward open areas stares joyfully vast skies leave behind compromises space crunches small dreams,1,0,0,0,1,1,1,670.0,55.0,4.02535169073515,64.9,60.952000045776366,52.166666666666664,5.0,75.72947364940978,3,3,6,0.936,0.033,0.422,0.545,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.5,manjri,jhala group,tranquility annexe,boasts elegant towers stories offering bedroom manjri ammenities like tennis court multi purpose hall available,1,0,0,0,1,1,1,792.0,65.5,4.197201947661808,64.9,60.952000045776366,52.166666666666664,5.5,108.22799920654298,4,1,2,0.6808,0.0,0.301,0.699,0,1,1,0,0,1,0,1,1,0
pune,maharashtra,india,2.0,mahalunge,jhala group,mahalunge riviera,mahalunge riviera bring spacious apartments equipped trending amenities high end specifications,1,0,0,0,1,1,1,1180.0,68.0,4.23410650459726,73.55555555555556,60.952000045776366,79.25,5.0,75.72947364940978,3,0,2,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,mahalunge,jhala group,mahalunge riviera,mahalunge riviera creating homes honor space celebrate temples nearby visit spend eveing,1,0,0,0,1,1,1,860.0,65.0,4.189654742026425,73.55555555555556,60.952000045776366,79.25,5.0,75.72947364940978,4,1,1,0.8442,0.0,0.503,0.497,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,mahalunge,jhala group,mahalunge riviera,mahalunge riviera creating homes honor space celebrate discover various unique lifestyle avenues catering needs every age group within vibrant like minded residents,1,0,0,0,1,1,1,988.0,92.0,4.532599493153256,73.55555555555556,60.952000045776366,79.25,6.0,121.36200002288817,9,0,3,0.9325,0.0,0.469,0.531,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,mahalunge,jhala group,mahalunge riviera,mahalunge riviera creating homes honor space celebrate even amenities spread sq ft leave plenty avenues discover fun side life,1,0,0,0,1,1,1,1093.0,92.0,4.532599493153256,73.55555555555556,60.952000045776366,79.25,6.0,121.36200002288817,7,1,3,0.9042,0.043,0.449,0.507,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,handewadi,jhala group,simplicity,simplicity situated entrance close access old new highway simplicity endeavor boasts high quality product class cn heights la p+ story residential building three towers spread acres land units bhk total,1,0,0,0,1,0,1,456.0,33.5,3.5409593240373143,45.688182310624555,60.952000045776366,45.34000015258789,3.0,54.24677473498929,12,0,7,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,handewadi,jhala group,simplicity,simplicity situated entrance close access old new highway simplicity endeavor boasts high quality product class cn heights la p+ story residential building three towers spread acres land units also come temples religious plces nearby,1,0,0,0,1,0,1,644.0,47.29999923706055,3.877431544862679,45.688182310624555,60.952000045776366,45.34000015258789,4.0,64.43418602610744,12,2,7,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.5,handewadi,jhala group,simplicity,simplicity situated entrance close access old new highway cn heights p+ story residential three towers spread acres land units bhk total,1,0,0,0,1,0,1,785.0,55.22000122070312,4.029272587191355,45.688182310624555,60.952000045776366,45.34000015258789,4.5,55.22000122070312,5,0,6,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,koregoan,shroff developers,aureta,come claim dream space right sized accommodate dreams ideas activities enhanced size meticulous planning utmost space optimization aureta extra edge space style explore dream decor,0,0,0,0,1,1,1,1060.0,136.0,4.919980925828125,139.5,139.5,139.5,5.0,75.72947364940978,12,1,6,0.8074,0.0,0.307,0.693,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.5,koregoan,shroff developers,aureta,avani excellent combination cool connectivity hot lifestyle rare residential opportunity store appreciation much,0,0,0,0,1,1,1,113.0,143.0,4.969813299576001,139.5,139.5,139.5,5.5,108.22799920654298,5,1,7,0.9022,0.0,0.573,0.427,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,mundhwa,unique properties,unique legacy royale,fired desire create thoughtfully designed homes value innovation unique properties unique legacy royale incorporates contemporary designs lifestyle features community amenities appeal everyone,0,0,0,0,1,0,1,664.0,47.59000015258789,3.8834177515581265,47.80400009155274,59.72818097201261,47.80400009155274,3.0,54.24677473498929,8,1,4,0.7845,0.112,0.389,0.498,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,mundhwa,unique properties,unique legacy royale,offers childrens play area landscaped gardens host extravagant amenities earthquake resistant framed structure top quality paint woodwork generator backup premium quality modular switches etc quite literally dream seen open eyes step arcus life,0,0,0,0,1,0,1,670.0,47.70000076293945,3.8856790457546517,47.80400009155274,59.72818097201261,47.80400009155274,3.0,54.24677473498929,13,3,5,0.6682,0.0,0.178,0.822,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,mundhwa,unique properties,unique legacy royale,elevation stands sets apart experience architecture smartly sketched layout unique legacy royale property masterpiece stand cluster upscale homes complemented good set amenities,0,0,0,0,1,0,1,673.0,47.79999923706055,3.887730297225096,47.80400009155274,59.72818097201261,47.80400009155274,3.0,54.24677473498929,8,3,4,0.8591,0.0,0.333,0.667,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,mundhwa,unique properties,unique legacy royale,outer row shops frontal area definitely add lot value convenient shopping doorstep desired status set distinctively apart social acquaitances,0,0,0,0,1,0,1,682.0,47.90999984741211,3.889981871431497,47.80400009155274,59.72818097201261,47.80400009155274,3.0,54.24677473498929,8,3,3,0.7351,0.0,0.31,0.69,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,mundhwa,unique properties,unique legacy royale,unique legacy royale heart city forever landscaped ground amenities spaces zero level recreational leisure zones terrace level myriad routes explore en route never ending delight,0,0,0,0,1,0,1,698.0,48.02000045776367,3.8922283874382706,47.80400009155274,59.72818097201261,47.80400009155274,3.0,54.24677473498929,10,2,3,-0.4847,0.116,0.0,0.884,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,nibm,kundan spaces,presidia,feel stresses daily life fall away enter attractive elevation main gate automatic elevators level security digital locking system main door video door phone intercom facility invertor backup flat,1,0,0,0,1,1,1,1239.0,161.0,5.087596335232384,145.0575,138.81857142857143,178.74333333333334,6.0,121.36200002288817,16,2,7,0.3182,0.09,0.159,0.751,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,nibm,kundan spaces,presidia,presidia provision piped gas mngl firefighting systems emergency alarams solar water systems provision common dish antenna,1,0,0,0,1,1,1,1315.0,170.0,5.14166355650266,145.0575,138.81857142857143,178.74333333333334,6.0,121.36200002288817,8,0,3,-0.3818,0.148,0.0,0.852,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,nibm,kundan spaces,presidia,urban lifestyle comes chaos everyone trying reach somewhere presenting new residential address nibm melt chaos calm,1,0,0,0,1,1,1,1388.0,178.0,5.187385805840755,145.0575,138.81857142857143,178.74333333333334,6.0,121.36200002288817,6,1,4,-0.7184,0.325,0.149,0.526,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,nibm,kundan spaces,presidia,located amidst greens city exactly wish reach end day serene cocoon fun complementary ready unwind swamp premium facilities posh lifestyle every day accept pass breathe peace,1,0,0,0,1,1,1,1463.0,187.0,5.236441962829949,145.0575,138.81857142857143,178.74333333333334,6.0,121.36200002288817,11,1,7,0.9493,0.0,0.496,0.504,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.5,nibm,kundan spaces,presidia,time break monotony presidia presidia ones dare dream motivation achieve believe individuals big aspirations greater chance success compared dream,1,0,0,0,1,1,1,1671.0,188.23,5.253842876446207,145.0575,138.81857142857143,178.74333333333334,6.5,188.23,8,0,3,0.9118,0.0,0.529,0.471,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.5,nibm,kundan spaces,presidia,experience knowledge created homes never let stop dreaming kundan spaces created complex boasts highest standards quality precision engineering unbreakable promise comfortable happy lifestyle,1,0,0,0,1,1,1,1671.04,188.23,5.253842876446207,145.0575,138.81857142857143,178.74333333333334,6.5,188.23,7,2,5,0.9215,0.0,0.472,0.528,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,bt kawade rd,kundan spaces,eternia 2.0,eternia designed taking consideration demands modern nuclear families addition keshavnagar area one rapidly developing offer ease conveyance near kharadi magarpatta city koregaon park viman nagar hadapsar,1,0,0,0,1,1,1,575.0,65.0,4.189654742026425,106.04899978637695,138.81857142857143,108.875,4.0,64.43418602610744,14,1,3,0.3612,0.0,0.091,0.909,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,bt kawade rd,kundan spaces,eternia 2.0,eternia rest assured found perfect safe family firefighting systems emergency alarams solar water systems provision commonantenna,1,0,0,0,1,1,1,751.0,84.0,4.442651256490317,106.04899978637695,138.81857142857143,108.875,5.0,75.72947364940978,7,0,3,0.7579,0.11,0.384,0.506,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,bt kawade rd,kundan spaces,eternia 2.0,storeys grandeur await bt kawade rd thriving urban set teeming modern conveniences easily accessible mumbai expressway kundan spaces hallmarks kool thoughtful design,1,0,0,0,1,1,1,761.0,85.0,4.454347296253507,106.04899978637695,138.81857142857143,108.875,5.0,75.72947364940978,3,2,7,0.8316,0.0,0.353,0.647,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,bt kawade rd,kundan spaces,eternia 2.0,expensive green spaces enriching facilities extravagant amenities much inspired pursuit delight customer created eternia emblem honour pride satisfaction,1,0,0,0,1,1,1,871.0,96.0,4.574710978503383,106.04899978637695,138.81857142857143,108.875,5.0,75.72947364940978,7,1,3,0.9524,0.0,0.601,0.399,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,bt kawade rd,kundan spaces,eternia 2.0,strategically located bt kawade rd quaint nature loving yet connected suburb eternia welcomes experience height high standing storeys tall assures healthier happier life amidst greenery incredible scenery,1,0,0,0,1,1,1,1166.0,129.0,4.867534450455582,106.04899978637695,138.81857142857143,108.875,6.0,121.36200002288817,11,4,3,0.9062,0.0,0.348,0.652,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,bt kawade rd,kundan spaces,eternia 2.0,bid goodbye pollution traffic long commutes city noises embrace rises rest address dreams come true families bond forever time always friend never enemy,1,0,0,0,1,1,1,1206.0,133.0,4.897839799950911,106.04899978637695,138.81857142857143,108.875,6.0,121.36200002288817,8,3,2,0.9161,0.0,0.435,0.565,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,bt kawade rd,kundan spaces,eternia 2.0,booming commercial residential growth infrastructural development high appreciation kundan spaces next big destination,1,0,0,0,1,1,1,1272.0,139.0,4.941642422609304,106.04899978637695,138.81857142857143,108.875,6.0,121.36200002288817,5,1,5,0.7096,0.0,0.349,0.651,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,bt kawade rd,kundan spaces,eternia 2.0,say live true precious life gives much needed impetus transcend limits explore joy fullest eternia,1,0,0,0,1,1,1,1279.0,140.0,4.948759890378168,106.04899978637695,138.81857142857143,108.875,6.0,121.36200002288817,4,3,3,0.8834,0.0,0.462,0.538,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,undri,venkatesh bhoomi construction,bliss solitaire,bliss solitaire located perfect hotspot undri treasure invigorating experiences unlock spacious embrace inclusive one life,0,0,0,0,1,0,0,646.0,43.20000076293945,3.788724806344726,45.30000114440918,45.30000114440918,45.30000114440918,3.0,54.24677473498929,5,1,5,0.9325,0.0,0.6,0.4,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,undri,venkatesh bhoomi construction,bliss solitaire,ever wondered live midst pristine purity nature refreshing bliss waking sunrise clean un polluted air symphony birdsong bliss solitaire situated entrance close access old new highway,0,0,0,0,1,0,0,717.0,47.40000152587891,3.8794998452490095,45.30000114440918,45.30000114440918,45.30000114440918,3.0,54.24677473498929,13,1,6,0.7964,0.085,0.288,0.627,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,handewadi,lush life,impero,impero endeavor boasts high quality product class cn heights la p+ story residential building three towers spread acres land units bhk total,0,0,0,0,1,0,0,436.0,30.57999992370605,3.4525240064116014,45.688182310624555,43.643333752950035,43.643333752950035,2.0,44.91599998474121,8,0,4,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,handewadi,lush life,impero,impero enjoys best world active business cultural spiritual life known easy access reputed schools health facilities,0,0,0,0,1,0,0,637.0,43.4900016784668,3.7952644825447828,45.688182310624555,43.643333752950035,43.643333752950035,3.0,54.24677473498929,6,0,4,0.9201,0.0,0.522,0.478,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,handewadi,lush life,impero,impero provides ample space common areas amenities design allows free flow without interference movement vehicles separate walking areas leaving away fumes noise vehicles,0,0,0,0,1,0,0,642.0,43.83000183105469,3.8028775990117527,45.688182310624555,43.643333752950035,43.643333752950035,3.0,54.24677473498929,5,2,5,0.4939,0.043,0.13,0.827,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,handewadi,lush life,impero,grand entrance gate security cabin paved entrance avenue landscaping exquisite homes come lavish amenities features make life best,0,0,0,0,1,0,0,655.0,44.43999862670898,3.816392744190822,45.688182310624555,43.643333752950035,43.643333752950035,3.0,54.24677473498929,7,0,3,0.8625,0.0,0.39,0.61,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,handewadi,lush life,impero,experience luxury lap nature impero traffic noises replaced chirping birds distressed evenings replaced refreshing dips pool hectic nights replaced calm serene environment,0,0,0,0,1,0,0,668.0,45.52000045776367,3.8398823374906113,45.688182310624555,43.643333752950035,43.643333752950035,3.0,54.24677473498929,6,1,4,0.3612,0.103,0.196,0.701,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,handewadi,lush life,impero,located rapidly developing suburb handewadi impero promises transform life countless ways surrounded lush greenery open skies luxurious amenities impero allows upgrade life like never,0,0,0,0,1,0,0,810.0,54.0,4.007333185232471,45.688182310624555,43.643333752950035,43.643333752950035,4.0,64.43418602610744,7,2,5,0.6249,0.0,0.188,0.812,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,karvanagar,maha anand pinnac associates,river dale residency,river dale residency residential development karvanagar built maha anand pinnac associates provide bhk bhk apartments necessities basic amenities,0,0,0,0,1,0,1,735.0,111.0,4.718498871295094,135.8,135.8,135.8,3.0,54.24677473498929,8,0,3,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,karvanagar,maha anand pinnac associates,river dale residency,boasts elegant towers stories offering bedroom karvanagar quality specification pleasing design great community,0,0,0,0,1,0,1,783.0,118.0,4.77912349311153,135.8,135.8,135.8,3.0,54.24677473498929,6,0,1,0.891,0.0,0.515,0.485,0,1,1,1,0,1,1,1,1,0
pune,maharashtra,india,2.0,karvanagar,maha anand pinnac associates,river dale residency,health transport facilities within km vicinity river dale residency complete package quality happiness peace mind,0,0,0,0,1,0,1,805.0,121.0,4.804021044733257,135.8,135.8,135.8,3.0,54.24677473498929,10,0,3,0.7964,0.0,0.353,0.647,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,karvanagar,maha anand pinnac associates,river dale residency,modern day paradise river dale residency nature unravels pristine form offers elegant bhk homes spell sophistication truest sense,0,0,0,0,1,0,1,1074.0,162.0,5.093750200806762,135.8,135.8,135.8,4.0,64.43418602610744,10,1,3,0.8807,0.0,0.405,0.595,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,karvanagar,maha anand pinnac associates,river dale residency,every day mesmerised scenic setting meandering indrayani river paceful environs rollicking hills eco riendly outlook yet exquisite design embellished top notch amenities make way top class lifestyle luxurious within yor reach,0,0,0,0,1,0,1,1111.0,167.0,5.123963979403259,135.8,135.8,135.8,4.0,64.43418602610744,10,3,7,0.4019,0.0,0.144,0.856,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,nibm,vasupujya corporation,neco beaumont,spaces designed give ultimate joy truly space gives nothing happiness right blend affordability affinity amenities,1,0,0,0,1,0,1,535.0,36.0,3.6109179126442243,145.0575,44.0,44.0,3.0,54.24677473498929,6,2,2,0.5826,0.135,0.31,0.555,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,nibm,vasupujya corporation,neco beaumont,bhk flats prices go easy pocket affinity happening hot spots city amenities help lead comfortable life thus making neco beaumont full spaces filled happiness,1,0,0,0,1,0,1,725.0,52.0,3.970291913552122,145.0575,44.0,44.0,4.0,64.43418602610744,6,2,6,0.91,0.0,0.385,0.615,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,magarpatta,ace constructions,anutham,anutham premium residential strategically located beautiful upscale locale ofmagarpatta stands true symbol tasteful luxurious,1,0,0,0,1,0,0,810.0,79.0,4.382026634673881,88.0,88.0,88.0,4.0,64.43418602610744,5,1,6,0.7717,0.0,0.358,0.642,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,magarpatta,ace constructions,anutham,lavish thoughtfully designed multi storied consists units bhk bhk apartments features dedicated wardrobe niches master bedroom branded bathroom fittings space efficient modular kitchen large space,1,0,0,0,1,0,0,947.0,97.0,4.584967478670572,88.0,88.0,88.0,5.0,75.72947364940978,9,1,4,0.8176,0.0,0.279,0.721,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,hinjewadi,shapoorji paloonji,sensorium,prime heart south experience top world feeling every time ensconced comfort wrapped delight prime location clean refreshing ambiences hinjewadi surrounded nature surprisingly close central business district mg road,1,0,0,0,1,1,1,697.0,68.05999755859375,4.234975656609887,87.52666727701823,89.73400039672852,105.05666732788086,5.0,75.72947364940978,12,2,8,0.9118,0.0,0.399,0.601,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,hinjewadi,shapoorji paloonji,sensorium,ensconced centrally located area koregaon park annexe sensorium easily accessible top parks public transport hubs many,1,0,0,0,1,1,1,711.0,68.41000366210938,4.240031002112035,87.52666727701823,89.73400039672852,105.05666732788086,5.0,75.72947364940978,5,2,5,0.4939,0.0,0.231,0.769,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,hinjewadi,shapoorji paloonji,sensorium,new sensorium provides perks comforts conveniences premier housing locations without tugging hard pocket,1,0,0,0,1,1,1,792.0,78.0,4.3694478524670215,87.52666727701823,89.73400039672852,105.05666732788086,5.0,75.72947364940978,3,0,2,0.5261,0.0,0.286,0.714,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,hinjewadi,shapoorji paloonji,sensorium,presenting sensorium kohinoor hinjewadi premium residential address houses bhks north eastern built strategic view lace life opulent everything sensorium delight families wish stay connected world,1,0,0,0,1,1,1,980.0,98.87000274658203,4.603869367756615,87.52666727701823,89.73400039672852,105.05666732788086,6.0,121.36200002288817,12,0,5,0.765,0.0,0.223,0.777,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,hinjewadi,shapoorji paloonji,sensorium,thoughtfully located one fastest growing corners city serves premiumness platter life enriching amenities basic requirements sensorium,1,0,0,0,1,1,1,1400.0,140.0,4.948759890378168,87.52666727701823,89.73400039672852,105.05666732788086,5.0,75.72947364940978,3,1,3,0.5267,0.0,0.239,0.761,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,hinjewadi,shapoorji paloonji,sensorium,perfect amalgamation affordability contemporary luxuries located hinjewadi location km hadapsar renowned truly remarkable phursungi park,1,0,0,0,1,1,1,1671.04,177.0,5.181783550292085,87.52666727701823,89.73400039672852,105.05666732788086,6.0,121.36200002288817,7,1,4,0.8807,0.0,0.459,0.541,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,hadapsar,wellwisher apartments,kiarah terrazo,hadapsar highly developed area known one hotspots city location phursungi enjoys infrastructural developments hadapsar time avails advantage unparalleled affordability thus making ideal residential locale,0,0,0,0,1,0,0,732.0,68.80000305175781,4.245634053489784,75.63750076293945,89.2000020345052,89.2000020345052,3.0,54.24677473498929,8,2,8,0.8271,0.0,0.293,0.707,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,hadapsar,wellwisher apartments,kiarah terrazo,kiarah terrazo striven create utopia leisures every one residents unparalleled profusion world class amenities oered homes sure profound eect pursuit towards leading cherished lifestyle,0,0,0,0,1,0,0,751.0,68.80000305175781,4.245634053489784,75.63750076293945,89.2000020345052,89.2000020345052,3.0,54.24677473498929,6,0,6,0.7717,0.0,0.268,0.732,0,0,0,0,0,0,0,0,0,1
pune,maharashtra,india,5.0,hadapsar,wellwisher apartments,kiarah terrazo,fastest growing property hotspot kiarah terrazo offers strategic address perfect lifestyle upgrade coming real estate leaders wellwisher apartments offers upscaled phase luxuriously spacious bhk homes,0,0,0,0,1,0,0,1662.0,130.0,4.875197323201151,75.63750076293945,89.2000020345052,89.2000020345052,6.0,121.36200002288817,9,1,6,0.6597,0.0,0.19,0.81,0,0,0,0,0,0,0,0,0,0
